[run number];number-of-nodes;initial-outbreak-size;number-of-wd;recovery-chance;[step];count turtles;clustering-coefficient;average-path-length;count turtles with [not spreaders? and not cencored?];count turtles with [spreaders?];count turtles with [cencored?];count turtles with [untouched?]
3;250;1;10;8;13;250;0.3935809523809523;6.600353413654618;114;16;120;102
3;250;1;10;8;14;250;0.3935809523809523;6.600353413654618;105;18;127;97
3;250;1;10;8;15;250;0.3935809523809523;6.600353413654618;101;18;131;89
3;250;1;10;8;16;250;0.3935809523809523;6.600353413654618;91;23;136;79
3;250;1;10;8;17;250;0.3935809523809523;6.600353413654618;79;28;143;66
3;250;1;10;8;18;250;0.3935809523809523;6.600353413654618;62;25;163;49
3;250;1;10;8;19;250;0.3935809523809523;6.600353413654618;55;18;177;43
3;250;1;10;8;20;250;0.3935809523809523;6.600353413654618;46;13;191;34
3;250;1;10;8;21;250;0.3935809523809523;6.600353413654618;35;16;199;23
3;250;1;10;8;22;250;0.3935809523809523;6.600353413654618;33;9;208;20
3;250;1;10;8;23;250;0.3935809523809523;6.600353413654618;35;3;212;20
3;250;1;10;8;24;250;0.3935809523809523;6.600353413654618;35;1;214;20
3;250;1;10;8;25;250;0.3935809523809523;6.600353413654618;35;0;215;20
1;250;1;10;8;0;250;0.3575999999999999;6.445975903614458;239;1;10;239
1;250;1;10;8;1;250;0.3575999999999999;6.445975903614458;227;11;12;224
1;250;1;10;8;2;250;0.3575999999999999;6.445975903614458;216;20;14;212
1;250;1;10;8;3;250;0.3575999999999999;6.445975903614458;184;35;31;179
1;250;1;10;8;4;250;0.3575999999999999;6.445975903614458;162;44;44;158
1;250;1;10;8;5;250;0.3575999999999999;6.445975903614458;130;64;56;121
1;250;1;10;8;6;250;0.3575999999999999;6.445975903614458;99;83;68;90
1;250;1;10;8;7;250;0.3575999999999999;6.445975903614458;75;78;97;64
1;250;1;10;8;8;250;0.3575999999999999;6.445975903614458;54;76;120;44
1;250;1;10;8;9;250;0.3575999999999999;6.445975903614458;44;43;163;29
1;250;1;10;8;10;250;0.3575999999999999;6.445975903614458;34;26;190;23
1;250;1;10;8;11;250;0.3575999999999999;6.445975903614458;30;23;197;18
1;250;1;10;8;12;250;0.3575999999999999;6.445975903614458;28;16;206;16
1;250;1;10;8;13;250;0.3575999999999999;6.445975903614458;28;7;215;15
1;250;1;10;8;14;250;0.3575999999999999;6.445975903614458;27;4;219;15
1;250;1;10;8;15;250;0.3575999999999999;6.445975903614458;27;4;219;15
1;250;1;10;8;16;250;0.3575999999999999;6.445975903614458;28;3;219;15
1;250;1;10;8;17;250;0.3575999999999999;6.445975903614458;27;4;219;15
1;250;1;10;8;18;250;0.3575999999999999;6.445975903614458;27;4;219;15
1;250;1;10;8;19;250;0.3575999999999999;6.445975903614458;27;0;223;15
4;250;1;10;8;0;250;0.35346666666666654;6.388240963855422;239;1;10;239
4;250;1;10;8;1;250;0.35346666666666654;6.388240963855422;238;2;10;238
4;250;1;10;8;2;250;0.35346666666666654;6.388240963855422;220;19;11;215
4;250;1;10;8;3;250;0.35346666666666654;6.388240963855422;159;74;17;156
4;250;1;10;8;4;250;0.35346666666666654;6.388240963855422;98;118;34;88
4;250;1;10;8;5;250;0.35346666666666654;6.388240963855422;73;106;71;54
4;250;1;10;8;6;250;0.35346666666666654;6.388240963855422;45;90;115;32
4;250;1;10;8;7;250;0.35346666666666654;6.388240963855422;30;44;176;24
4;250;1;10;8;8;250;0.35346666666666654;6.388240963855422;27;24;199;19
4;250;1;10;8;9;250;0.35346666666666654;6.388240963855422;25;13;212;17
4;250;1;10;8;10;250;0.35346666666666654;6.388240963855422;22;8;220;14
4;250;1;10;8;11;250;0.35346666666666654;6.388240963855422;21;3;226;14
4;250;1;10;8;12;250;0.35346666666666654;6.388240963855422;23;0;227;14
5;250;1;10;8;0;250;0.3627999999999999;6.669975903614458;239;1;10;239
5;250;1;10;8;1;250;0.3627999999999999;6.669975903614458;233;7;10;233
5;250;1;10;8;2;250;0.3627999999999999;6.669975903614458;231;9;10;230
5;250;1;10;8;3;250;0.3627999999999999;6.669975903614458;212;28;10;209
5;250;1;10;8;4;250;0.3627999999999999;6.669975903614458;189;41;20;184
5;250;1;10;8;5;250;0.3627999999999999;6.669975903614458;165;43;42;164
5;250;1;10;8;6;250;0.3627999999999999;6.669975903614458;137;55;58;130
5;250;1;10;8;7;250;0.3627999999999999;6.669975903614458;97;75;78;83
5;250;1;10;8;8;250;0.3627999999999999;6.669975903614458;70;77;103;57
5;250;1;10;8;9;250;0.3627999999999999;6.669975903614458;66;59;125;51
5;250;1;10;8;10;250;0.3627999999999999;6.669975903614458;53;41;156;43
5;250;1;10;8;11;250;0.3627999999999999;6.669975903614458;47;41;162;36
5;250;1;10;8;12;250;0.3627999999999999;6.669975903614458;35;29;186;21
5;250;1;10;8;13;250;0.3627999999999999;6.669975903614458;30;18;202;18
5;250;1;10;8;14;250;0.3627999999999999;6.669975903614458;28;12;210;15
5;250;1;10;8;15;250;0.3627999999999999;6.669975903614458;26;7;217;14
5;250;1;10;8;16;250;0.3627999999999999;6.669975903614458;23;5;222;13
5;250;1;10;8;17;250;0.3627999999999999;6.669975903614458;22;5;223;12
5;250;1;10;8;18;250;0.3627999999999999;6.669975903614458;24;2;224;12
5;250;1;10;8;19;250;0.3627999999999999;6.669975903614458;23;1;226;12
5;250;1;10;8;20;250;0.3627999999999999;6.669975903614458;23;1;226;12
5;250;1;10;8;21;250;0.3627999999999999;6.669975903614458;23;1;226;12
5;250;1;10;8;22;250;0.3627999999999999;6.669975903614458;23;1;226;12
5;250;1;10;8;23;250;0.3627999999999999;6.669975903614458;23;0;227;12
6;250;1;10;8;0;250;0.39159999999999984;6.893076305220884;239;1;10;239
6;250;1;10;8;1;250;0.39159999999999984;6.893076305220884;239;1;10;239
6;250;1;10;8;2;250;0.39159999999999984;6.893076305220884;233;7;10;233
6;250;1;10;8;3;250;0.39159999999999984;6.893076305220884;221;19;10;220
6;250;1;10;8;4;250;0.39159999999999984;6.893076305220884;205;35;10;201
6;250;1;10;8;5;250;0.39159999999999984;6.893076305220884;183;50;17;178
6;250;1;10;8;6;250;0.39159999999999984;6.893076305220884;149;72;29;145
6;250;1;10;8;7;250;0.39159999999999984;6.893076305220884;129;66;55;121
6;250;1;10;8;8;250;0.39159999999999984;6.893076305220884;104;57;89;99
6;250;1;10;8;9;250;0.39159999999999984;6.893076305220884;94;47;109;87
6;250;1;10;8;10;250;0.39159999999999984;6.893076305220884;89;28;133;78
6;250;1;10;8;11;250;0.39159999999999984;6.893076305220884;82;19;149;69
6;250;1;10;8;12;250;0.39159999999999984;6.893076305220884;76;19;155;64
6;250;1;10;8;13;250;0.39159999999999984;6.893076305220884;72;16;162;57
6;250;1;10;8;14;250;0.39159999999999984;6.893076305220884;67;17;166;51
6;250;1;10;8;15;250;0.39159999999999984;6.893076305220884;63;15;172;44
6;250;1;10;8;16;250;0.39159999999999984;6.893076305220884;62;14;174;42
6;250;1;10;8;17;250;0.39159999999999984;6.893076305220884;58;13;179;39
6;250;1;10;8;18;250;0.39159999999999984;6.893076305220884;57;12;181;38
6;250;1;10;8;19;250;0.39159999999999984;6.893076305220884;57;8;185;36
6;250;1;10;8;20;250;0.39159999999999984;6.893076305220884;55;9;186;35
6;250;1;10;8;21;250;0.39159999999999984;6.893076305220884;56;7;187;35
6;250;1;10;8;22;250;0.39159999999999984;6.893076305220884;52;9;189;34
6;250;1;10;8;23;250;0.39159999999999984;6.893076305220884;52;3;195;34
6;250;1;10;8;24;250;0.39159999999999984;6.893076305220884;53;0;197;34
7;250;1;10;8;0;250;0.3909333333333331;6.857734939759037;239;1;10;239
7;250;1;10;8;1;250;0.3909333333333331;6.857734939759037;213;26;11;209
7;250;1;10;8;2;250;0.3909333333333331;6.857734939759037;193;40;17;189
7;250;1;10;8;3;250;0.3909333333333331;6.857734939759037;190;26;34;182
7;250;1;10;8;4;250;0.3909333333333331;6.857734939759037;178;23;49;176
7;250;1;10;8;5;250;0.3909333333333331;6.857734939759037;163;18;69;161
7;250;1;10;8;6;250;0.3909333333333331;6.857734939759037;149;27;74;144
7;250;1;10;8;7;250;0.3909333333333331;6.857734939759037;142;24;84;136
7;250;1;10;8;8;250;0.3909333333333331;6.857734939759037;135;27;88;130
7;250;1;10;8;9;250;0.3909333333333331;6.857734939759037;127;27;96;121
7;250;1;10;8;10;250;0.3909333333333331;6.857734939759037;108;32;110;98
7;250;1;10;8;11;250;0.3909333333333331;6.857734939759037;84;42;124;75
7;250;1;10;8;12;250;0.3909333333333331;6.857734939759037;63;48;139;46
7;250;1;10;8;13;250;0.3909333333333331;6.857734939759037;49;47;154;34
7;250;1;10;8;14;250;0.3909333333333331;6.857734939759037;45;36;169;33
7;250;1;10;8;15;250;0.3909333333333331;6.857734939759037;36;22;192;24
7;250;1;10;8;16;250;0.3909333333333331;6.857734939759037;36;7;207;23
7;250;1;10;8;17;250;0.3909333333333331;6.857734939759037;34;1;215;23
7;250;1;10;8;18;250;0.3909333333333331;6.857734939759037;35;0;215;23
8;250;1;10;8;0;250;0.3674666666666663;6.503196787148594;239;1;10;239
8;250;1;10;8;1;250;0.3674666666666663;6.503196787148594;239;1;10;239
8;250;1;10;8;2;250;0.3674666666666663;6.503196787148594;237;3;10;237
8;250;1;10;8;3;250;0.3674666666666663;6.503196787148594;235;5;10;235
8;250;1;10;8;4;250;0.3674666666666663;6.503196787148594;232;8;10;232
8;250;1;10;8;5;250;0.3674666666666663;6.503196787148594;221;19;10;220
8;250;1;10;8;6;250;0.3674666666666663;6.503196787148594;218;22;10;215
8;250;1;10;8;7;250;0.3674666666666663;6.503196787148594;211;29;10;211
8;250;1;10;8;8;250;0.3674666666666663;6.503196787148594;198;41;11;197
8;250;1;10;8;9;250;0.3674666666666663;6.503196787148594;184;55;11;176
8;250;1;10;8;10;250;0.3674666666666663;6.503196787148594;170;67;13;160
8;250;1;10;8;11;250;0.3674666666666663;6.503196787148594;146;83;21;138
8;250;1;10;8;12;250;0.3674666666666663;6.503196787148594;120;89;41;110
8;250;1;10;8;13;250;0.3674666666666663;6.503196787148594;104;71;75;92
8;250;1;10;8;14;250;0.3674666666666663;6.503196787148594;92;61;97;80
8;250;1;10;8;15;250;0.3674666666666663;6.503196787148594;76;50;124;61
8;250;1;10;8;16;250;0.3674666666666663;6.503196787148594;68;40;142;54
8;250;1;10;8;17;250;0.3674666666666663;6.503196787148594;59;37;154;48
8;250;1;10;8;18;250;0.3674666666666663;6.503196787148594;57;28;165;45
8;250;1;10;8;19;250;0.3674666666666663;6.503196787148594;49;14;187;39
8;250;1;10;8;20;250;0.3674666666666663;6.503196787148594;48;5;197;38
8;250;1;10;8;21;250;0.3674666666666663;6.503196787148594;47;3;200;38
8;250;1;10;8;22;250;0.3674666666666663;6.503196787148594;47;1;202;38
8;250;1;10;8;23;250;0.3674666666666663;6.503196787148594;47;0;203;38
9;250;1;10;8;0;250;0.39272380952380953;7.026891566265061;239;1;10;239
9;250;1;10;8;1;250;0.39272380952380953;7.026891566265061;239;0;11;239
10;250;1;10;8;0;250;0.39266666666666666;7.247775100401606;239;1;10;239
10;250;1;10;8;1;250;0.39266666666666666;7.247775100401606;224;15;11;221
10;250;1;10;8;2;250;0.39266666666666666;7.247775100401606;218;19;13;218
10;250;1;10;8;3;250;0.39266666666666666;7.247775100401606;219;18;13;215
10;250;1;10;8;4;250;0.39266666666666666;7.247775100401606;210;25;15;204
10;250;1;10;8;5;250;0.39266666666666666;7.247775100401606;200;34;16;196
10;250;1;10;8;6;250;0.39266666666666666;7.247775100401606;185;44;21;179
10;250;1;10;8;7;250;0.39266666666666666;7.247775100401606;152;70;28;148
10;250;1;10;8;8;250;0.39266666666666666;7.247775100401606;128;75;47;119
10;250;1;10;8;9;250;0.39266666666666666;7.247775100401606;104;80;66;89
10;250;1;10;8;10;250;0.39266666666666666;7.247775100401606;95;72;83;74
10;250;1;10;8;11;250;0.39266666666666666;7.247775100401606;79;61;110;65
10;250;1;10;8;12;250;0.39266666666666666;7.247775100401606;71;42;137;52
10;250;1;10;8;13;250;0.39266666666666666;7.247775100401606;71;17;162;52
10;250;1;10;8;14;250;0.39266666666666666;7.247775100401606;66;15;169;51
10;250;1;10;8;15;250;0.39266666666666666;7.247775100401606;68;6;176;51
10;250;1;10;8;16;250;0.39266666666666666;7.247775100401606;67;6;177;51
10;250;1;10;8;17;250;0.39266666666666666;7.247775100401606;66;7;177;51
10;250;1;10;8;18;250;0.39266666666666666;7.247775100401606;67;6;177;51
10;250;1;10;8;19;250;0.39266666666666666;7.247775100401606;66;6;178;51
10;250;1;10;8;20;250;0.39266666666666666;7.247775100401606;67;1;182;51
10;250;1;10;8;21;250;0.39266666666666666;7.247775100401606;66;0;184;51
11;250;1;10;8;0;250;0.40026666666666655;6.80289156626506;239;1;10;239
11;250;1;10;8;1;250;0.40026666666666655;6.80289156626506;238;2;10;238
11;250;1;10;8;2;250;0.40026666666666655;6.80289156626506;233;7;10;230
11;250;1;10;8;3;250;0.40026666666666655;6.80289156626506;228;12;10;227
11;250;1;10;8;4;250;0.40026666666666655;6.80289156626506;224;16;10;222
11;250;1;10;8;5;250;0.40026666666666655;6.80289156626506;214;26;10;213
11;250;1;10;8;6;250;0.40026666666666655;6.80289156626506;202;37;11;201
11;250;1;10;8;7;250;0.40026666666666655;6.80289156626506;173;63;14;167
11;250;1;10;8;8;250;0.40026666666666655;6.80289156626506;148;73;29;141
11;250;1;10;8;9;250;0.40026666666666655;6.80289156626506;127;79;44;115
11;250;1;10;8;10;250;0.40026666666666655;6.80289156626506;100;89;61;84
11;250;1;10;8;11;250;0.40026666666666655;6.80289156626506;83;76;91;73
11;250;1;10;8;12;250;0.40026666666666655;6.80289156626506;82;65;103;68
11;250;1;10;8;13;250;0.40026666666666655;6.80289156626506;54;64;132;45
11;250;1;10;8;14;250;0.40026666666666655;6.80289156626506;54;49;147;38
11;250;1;10;8;15;250;0.40026666666666655;6.80289156626506;41;40;169;31
11;250;1;10;8;16;250;0.40026666666666655;6.80289156626506;37;23;190;28
11;250;1;10;8;17;250;0.40026666666666655;6.80289156626506;38;13;199;27
11;250;1;10;8;18;250;0.40026666666666655;6.80289156626506;37;8;205;26
11;250;1;10;8;19;250;0.40026666666666655;6.80289156626506;38;6;206;26
11;250;1;10;8;20;250;0.40026666666666655;6.80289156626506;35;4;211;26
11;250;1;10;8;21;250;0.40026666666666655;6.80289156626506;35;0;215;26
12;250;1;10;8;0;250;0.34230476190476167;6.264931726907631;239;1;10;239
12;250;1;10;8;1;250;0.34230476190476167;6.264931726907631;235;5;10;235
12;250;1;10;8;2;250;0.34230476190476167;6.264931726907631;230;9;11;230
12;250;1;10;8;3;250;0.34230476190476167;6.264931726907631;220;15;15;220
12;250;1;10;8;4;250;0.34230476190476167;6.264931726907631;212;22;16;210
12;250;1;10;8;5;250;0.34230476190476167;6.264931726907631;198;33;19;194
12;250;1;10;8;6;250;0.34230476190476167;6.264931726907631;162;37;51;158
12;250;1;10;8;7;250;0.34230476190476167;6.264931726907631;152;27;71;149
12;250;1;10;8;8;250;0.34230476190476167;6.264931726907631;138;28;84;134
12;250;1;10;8;9;250;0.34230476190476167;6.264931726907631;125;22;103;117
12;250;1;10;8;10;250;0.34230476190476167;6.264931726907631;110;13;127;101
12;250;1;10;8;11;250;0.34230476190476167;6.264931726907631;104;11;135;96
12;250;1;10;8;12;250;0.34230476190476167;6.264931726907631;102;7;141;95
12;250;1;10;8;13;250;0.34230476190476167;6.264931726907631;94;8;148;85
12;250;1;10;8;14;250;0.34230476190476167;6.264931726907631;73;15;162;64
12;250;1;10;8;15;250;0.34230476190476167;6.264931726907631;49;32;169;37
12;250;1;10;8;16;250;0.34230476190476167;6.264931726907631;44;31;175;36
12;250;1;10;8;17;250;0.34230476190476167;6.264931726907631;38;21;191;28
12;250;1;10;8;18;250;0.34230476190476167;6.264931726907631;36;9;205;27
12;250;1;10;8;19;250;0.34230476190476167;6.264931726907631;34;3;213;25
12;250;1;10;8;20;250;0.34230476190476167;6.264931726907631;35;2;213;25
12;250;1;10;8;21;250;0.34230476190476167;6.264931726907631;35;0;215;25
13;250;1;10;8;0;250;0.3653142857142856;6.02885140562249;239;1;10;239
13;250;1;10;8;1;250;0.3653142857142856;6.02885140562249;238;2;10;238
13;250;1;10;8;2;250;0.3653142857142856;6.02885140562249;237;3;10;236
13;250;1;10;8;3;250;0.3653142857142856;6.02885140562249;236;4;10;236
13;250;1;10;8;4;250;0.3653142857142856;6.02885140562249;234;6;10;234
13;250;1;10;8;5;250;0.3653142857142856;6.02885140562249;233;6;11;232
13;250;1;10;8;6;250;0.3653142857142856;6.02885140562249;231;3;16;230
13;250;1;10;8;7;250;0.3653142857142856;6.02885140562249;227;5;18;225
13;250;1;10;8;8;250;0.3653142857142856;6.02885140562249;218;9;23;214
13;250;1;10;8;9;250;0.3653142857142856;6.02885140562249;177;41;32;170
13;250;1;10;8;10;250;0.3653142857142856;6.02885140562249;144;63;43;134
13;250;1;10;8;11;250;0.3653142857142856;6.02885140562249;103;82;65;89
13;250;1;10;8;12;250;0.3653142857142856;6.02885140562249;90;68;92;74
13;250;1;10;8;13;250;0.3653142857142856;6.02885140562249;79;49;122;65
13;250;1;10;8;14;250;0.3653142857142856;6.02885140562249;69;36;145;56
13;250;1;10;8;15;250;0.3653142857142856;6.02885140562249;63;26;161;51
13;250;1;10;8;16;250;0.3653142857142856;6.02885140562249;61;24;165;50
13;250;1;10;8;17;250;0.3653142857142856;6.02885140562249;62;20;168;49
13;250;1;10;8;18;250;0.3653142857142856;6.02885140562249;58;19;173;44
13;250;1;10;8;19;250;0.3653142857142856;6.02885140562249;55;15;180;41
13;250;1;10;8;20;250;0.3653142857142856;6.02885140562249;53;13;184;40
13;250;1;10;8;21;250;0.3653142857142856;6.02885140562249;50;13;187;39
13;250;1;10;8;22;250;0.3653142857142856;6.02885140562249;49;11;190;38
13;250;1;10;8;23;250;0.3653142857142856;6.02885140562249;46;10;194;35
13;250;1;10;8;24;250;0.3653142857142856;6.02885140562249;46;7;197;35
13;250;1;10;8;25;250;0.3653142857142856;6.02885140562249;46;2;202;34
13;250;1;10;8;26;250;0.3653142857142856;6.02885140562249;45;0;205;34
14;250;1;10;8;0;250;0.3699999999999999;6.73574297188755;239;1;10;239
14;250;1;10;8;1;250;0.3699999999999999;6.73574297188755;234;6;10;233
14;250;1;10;8;2;250;0.3699999999999999;6.73574297188755;232;8;10;232
14;250;1;10;8;3;250;0.3699999999999999;6.73574297188755;208;31;11;208
14;250;1;10;8;4;250;0.3699999999999999;6.73574297188755;182;49;19;176
14;250;1;10;8;5;250;0.3699999999999999;6.73574297188755;155;58;37;146
14;250;1;10;8;6;250;0.3699999999999999;6.73574297188755;107;75;68;102
14;250;1;10;8;7;250;0.3699999999999999;6.73574297188755;82;78;90;72
14;250;1;10;8;8;250;0.3699999999999999;6.73574297188755;70;57;123;57
14;250;1;10;8;9;250;0.3699999999999999;6.73574297188755;54;52;144;49
14;250;1;10;8;10;250;0.3699999999999999;6.73574297188755;46;30;174;41
14;250;1;10;8;11;250;0.3699999999999999;6.73574297188755;46;16;188;40
14;250;1;10;8;12;250;0.3699999999999999;6.73574297188755;43;9;198;38
14;250;1;10;8;13;250;0.3699999999999999;6.73574297188755;42;5;203;38
14;250;1;10;8;14;250;0.3699999999999999;6.73574297188755;43;2;205;38
14;250;1;10;8;15;250;0.3699999999999999;6.73574297188755;41;1;208;38
14;250;1;10;8;16;250;0.3699999999999999;6.73574297188755;41;1;208;38
14;250;1;10;8;17;250;0.3699999999999999;6.73574297188755;41;0;209;38
15;250;1;10;8;0;250;0.37866666666666654;6.904514056224899;239;1;10;239
15;250;1;10;8;1;250;0.37866666666666654;6.904514056224899;238;2;10;238
15;250;1;10;8;2;250;0.37866666666666654;6.904514056224899;236;4;10;236
15;250;1;10;8;3;250;0.37866666666666654;6.904514056224899;236;4;10;234
15;250;1;10;8;4;250;0.37866666666666654;6.904514056224899;235;5;10;234
15;250;1;10;8;5;250;0.37866666666666654;6.904514056224899;235;5;10;234
15;250;1;10;8;6;250;0.37866666666666654;6.904514056224899;228;12;10;225
15;250;1;10;8;7;250;0.37866666666666654;6.904514056224899;224;16;10;223
15;250;1;10;8;8;250;0.37866666666666654;6.904514056224899;203;36;11;202
15;250;1;10;8;9;250;0.37866666666666654;6.904514056224899;178;55;17;171
15;250;1;10;8;10;250;0.37866666666666654;6.904514056224899;110;103;37;102
15;250;1;10;8;11;250;0.37866666666666654;6.904514056224899;71;120;59;57
15;250;1;10;8;12;250;0.37866666666666654;6.904514056224899;55;108;87;39
15;250;1;10;8;13;250;0.37866666666666654;6.904514056224899;53;93;104;34
15;250;1;10;8;14;250;0.37866666666666654;6.904514056224899;42;69;139;27
15;250;1;10;8;15;250;0.37866666666666654;6.904514056224899;31;46;173;20
15;250;1;10;8;16;250;0.37866666666666654;6.904514056224899;26;24;200;19
15;250;1;10;8;17;250;0.37866666666666654;6.904514056224899;24;14;212;19
15;250;1;10;8;18;250;0.37866666666666654;6.904514056224899;26;4;220;19
15;250;1;10;8;19;250;0.37866666666666654;6.904514056224899;26;1;223;19
15;250;1;10;8;20;250;0.37866666666666654;6.904514056224899;26;1;223;19
15;250;1;10;8;21;250;0.37866666666666654;6.904514056224899;26;0;224;19
16;250;1;10;8;0;250;0.3879809523809522;6.2079357429718875;239;1;10;239
16;250;1;10;8;1;250;0.3879809523809522;6.2079357429718875;230;8;12;228
16;250;1;10;8;2;250;0.3879809523809522;6.2079357429718875;219;15;16;214
16;250;1;10;8;3;250;0.3879809523809522;6.2079357429718875;207;22;21;201
16;250;1;10;8;4;250;0.3879809523809522;6.2079357429718875;195;30;25;189
16;250;1;10;8;5;250;0.3879809523809522;6.2079357429718875;155;59;36;147
16;250;1;10;8;6;250;0.3879809523809522;6.2079357429718875;111;72;67;100
16;250;1;10;8;7;250;0.3879809523809522;6.2079357429718875;79;45;126;69
16;250;1;10;8;8;250;0.3879809523809522;6.2079357429718875;68;38;144;58
16;250;1;10;8;9;250;0.3879809523809522;6.2079357429718875;57;34;159;46
16;250;1;10;8;10;250;0.3879809523809522;6.2079357429718875;46;35;169;31
16;250;1;10;8;11;250;0.3879809523809522;6.2079357429718875;41;23;186;25
17;250;1;10;8;0;250;0.38306666666666644;6.549301204819277;239;1;10;239
17;250;1;10;8;1;250;0.38306666666666644;6.549301204819277;233;0;17;231
16;250;1;10;8;12;250;0.3879809523809522;6.2079357429718875;36;11;203;19
16;250;1;10;8;13;250;0.3879809523809522;6.2079357429718875;33;6;211;17
16;250;1;10;8;14;250;0.3879809523809522;6.2079357429718875;31;6;213;16
16;250;1;10;8;15;250;0.3879809523809522;6.2079357429718875;32;2;216;16
16;250;1;10;8;16;250;0.3879809523809522;6.2079357429718875;31;0;219;16
18;250;1;10;8;0;250;0.39026666666666654;6.702168674698795;239;1;10;239
18;250;1;10;8;1;250;0.39026666666666654;6.702168674698795;238;2;10;238
18;250;1;10;8;2;250;0.39026666666666654;6.702168674698795;234;6;10;233
18;250;1;10;8;3;250;0.39026666666666654;6.702168674698795;229;9;12;226
18;250;1;10;8;4;250;0.39026666666666654;6.702168674698795;227;10;13;226
18;250;1;10;8;5;250;0.39026666666666654;6.702168674698795;229;8;13;226
18;250;1;10;8;6;250;0.39026666666666654;6.702168674698795;229;7;14;226
18;250;1;10;8;7;250;0.39026666666666654;6.702168674698795;227;8;15;225
18;250;1;10;8;8;250;0.39026666666666654;6.702168674698795;227;7;16;225
18;250;1;10;8;9;250;0.39026666666666654;6.702168674698795;227;4;19;225
18;250;1;10;8;10;250;0.39026666666666654;6.702168674698795;228;2;20;225
18;250;1;10;8;11;250;0.39026666666666654;6.702168674698795;227;3;20;224
18;250;1;10;8;12;250;0.39026666666666654;6.702168674698795;226;3;21;223
18;250;1;10;8;13;250;0.39026666666666654;6.702168674698795;224;4;22;221
18;250;1;10;8;14;250;0.39026666666666654;6.702168674698795;220;7;23;217
18;250;1;10;8;15;250;0.39026666666666654;6.702168674698795;216;11;23;214
18;250;1;10;8;16;250;0.39026666666666654;6.702168674698795;174;50;26;167
18;250;1;10;8;17;250;0.39026666666666654;6.702168674698795;123;89;38;114
18;250;1;10;8;18;250;0.39026666666666654;6.702168674698795;99;81;70;86
18;250;1;10;8;19;250;0.39026666666666654;6.702168674698795;84;77;89;68
18;250;1;10;8;20;250;0.39026666666666654;6.702168674698795;66;46;138;58
18;250;1;10;8;21;250;0.39026666666666654;6.702168674698795;60;21;169;51
18;250;1;10;8;22;250;0.39026666666666654;6.702168674698795;60;9;181;49
18;250;1;10;8;23;250;0.39026666666666654;6.702168674698795;56;7;187;46
18;250;1;10;8;24;250;0.39026666666666654;6.702168674698795;55;4;191;45
18;250;1;10;8;25;250;0.39026666666666654;6.702168674698795;55;0;195;45
20;250;1;10;8;0;250;0.36999999999999966;6.4208835341365464;239;1;10;239
20;250;1;10;8;1;250;0.36999999999999966;6.4208835341365464;210;24;16;207
