[run number];number-of-nodes;initial-outbreak-size;number-of-wd;recovery-chance;[step];count turtles;clustering-coefficient;average-path-length;count turtles with [not spreaders? and not cencored?];count turtles with [spreaders?];count turtles with [cencored?];count turtles with [untouched?]
3;250;1;10;8;0;250;0.3680571428571429;6.327004016064257;239;1;10;239
3;250;1;10;8;1;250;0.3680571428571429;6.327004016064257;231;7;12;230
2;250;1;10;8;0;250;0.38119999999999993;6.377510040160643;239;1;10;239
3;250;1;10;8;2;250;0.3680571428571429;6.327004016064257;223;7;20;221
3;250;1;10;8;3;250;0.3680571428571429;6.327004016064257;184;36;30;177
2;250;1;10;8;1;250;0.38119999999999993;6.377510040160643;237;3;10;237
3;250;1;10;8;4;250;0.3680571428571429;6.327004016064257;156;47;47;148
2;250;1;10;8;2;250;0.38119999999999993;6.377510040160643;230;9;11;229
2;250;1;10;8;3;250;0.38119999999999993;6.377510040160643;222;16;12;219
2;250;1;10;8;4;250;0.38119999999999993;6.377510040160643;215;19;16;213
2;250;1;10;8;5;250;0.38119999999999993;6.377510040160643;173;44;33;169
2;250;1;10;8;6;250;0.38119999999999993;6.377510040160643;142;42;66;138
2;250;1;10;8;7;250;0.38119999999999993;6.377510040160643;108;65;77;95
2;250;1;10;8;8;250;0.38119999999999993;6.377510040160643;83;70;97;71
2;250;1;10;8;9;250;0.38119999999999993;6.377510040160643;68;62;120;57
2;250;1;10;8;10;250;0.38119999999999993;6.377510040160643;50;36;164;36
2;250;1;10;8;11;250;0.38119999999999993;6.377510040160643;40;28;182;26
2;250;1;10;8;12;250;0.38119999999999993;6.377510040160643;37;15;198;22
2;250;1;10;8;13;250;0.38119999999999993;6.377510040160643;32;10;208;19
2;250;1;10;8;14;250;0.38119999999999993;6.377510040160643;28;9;213;18
2;250;1;10;8;15;250;0.38119999999999993;6.377510040160643;28;5;217;17
2;250;1;10;8;16;250;0.38119999999999993;6.377510040160643;29;1;220;17
2;250;1;10;8;17;250;0.38119999999999993;6.377510040160643;28;0;222;17
3;250;1;10;8;5;250;0.3680571428571429;6.327004016064257;123;50;77;118
3;250;1;10;8;6;250;0.3680571428571429;6.327004016064257;100;45;105;89
3;250;1;10;8;7;250;0.3680571428571429;6.327004016064257;82;44;124;71
3;250;1;10;8;8;250;0.3680571428571429;6.327004016064257;76;27;147;66
3;250;1;10;8;9;250;0.3680571428571429;6.327004016064257;67;28;155;58
3;250;1;10;8;10;250;0.3680571428571429;6.327004016064257;65;19;166;54
3;250;1;10;8;11;250;0.3680571428571429;6.327004016064257;56;23;171;46
3;250;1;10;8;12;250;0.3680571428571429;6.327004016064257;52;18;180;42
3;250;1;10;8;13;250;0.3680571428571429;6.327004016064257;52;11;187;42
3;250;1;10;8;14;250;0.3680571428571429;6.327004016064257;52;11;187;42
3;250;1;10;8;15;250;0.3680571428571429;6.327004016064257;54;4;192;42
3;250;1;10;8;16;250;0.3680571428571429;6.327004016064257;53;0;197;42
1;250;1;10;8;0;250;0.3782666666666666;6.803020080321285;239;1;10;239
1;250;1;10;8;1;250;0.3782666666666666;6.803020080321285;239;1;10;238
1;250;1;10;8;2;250;0.3782666666666666;6.803020080321285;215;24;11;213
1;250;1;10;8;3;250;0.3782666666666666;6.803020080321285;181;39;30;175
1;250;1;10;8;4;250;0.3782666666666666;6.803020080321285;144;69;37;139
1;250;1;10;8;5;250;0.3782666666666666;6.803020080321285;125;65;60;118
1;250;1;10;8;6;250;0.3782666666666666;6.803020080321285;89;71;90;80
1;250;1;10;8;7;250;0.3782666666666666;6.803020080321285;79;64;107;66
1;250;1;10;8;8;250;0.3782666666666666;6.803020080321285;64;64;122;56
1;250;1;10;8;9;250;0.3782666666666666;6.803020080321285;66;46;138;49
1;250;1;10;8;10;250;0.3782666666666666;6.803020080321285;58;42;150;47
1;250;1;10;8;11;250;0.3782666666666666;6.803020080321285;58;26;166;45
1;250;1;10;8;12;250;0.3782666666666666;6.803020080321285;59;15;176;44
1;250;1;10;8;13;250;0.3782666666666666;6.803020080321285;53;14;183;42
1;250;1;10;8;14;250;0.3782666666666666;6.803020080321285;49;12;189;40
1;250;1;10;8;15;250;0.3782666666666666;6.803020080321285;46;12;192;35
1;250;1;10;8;16;250;0.3782666666666666;6.803020080321285;43;14;193;34
1;250;1;10;8;17;250;0.3782666666666666;6.803020080321285;42;6;202;33
1;250;1;10;8;18;250;0.3782666666666666;6.803020080321285;40;6;204;32
1;250;1;10;8;19;250;0.3782666666666666;6.803020080321285;39;5;206;30
1;250;1;10;8;20;250;0.3782666666666666;6.803020080321285;39;3;208;30
1;250;1;10;8;21;250;0.3782666666666666;6.803020080321285;40;2;208;30
1;250;1;10;8;22;250;0.3782666666666666;6.803020080321285;39;3;208;29
1;250;1;10;8;23;250;0.3782666666666666;6.803020080321285;40;2;208;29
1;250;1;10;8;24;250;0.3782666666666666;6.803020080321285;40;2;208;29
1;250;1;10;8;25;250;0.3782666666666666;6.803020080321285;39;2;209;29
1;250;1;10;8;26;250;0.3782666666666666;6.803020080321285;39;0;211;29
5;250;1;10;8;0;250;0.36053333333333304;6.770152610441767;239;1;10;239
5;250;1;10;8;1;250;0.36053333333333304;6.770152610441767;233;6;11;232
5;250;1;10;8;2;250;0.36053333333333304;6.770152610441767;226;12;12;226
5;250;1;10;8;3;250;0.36053333333333304;6.770152610441767;222;16;12;221
5;250;1;10;8;4;250;0.36053333333333304;6.770152610441767;204;26;20;203
5;250;1;10;8;5;250;0.36053333333333304;6.770152610441767;180;36;34;179
5;250;1;10;8;6;250;0.36053333333333304;6.770152610441767;148;40;62;141
5;250;1;10;8;7;250;0.36053333333333304;6.770152610441767;111;57;82;100
5;250;1;10;8;8;250;0.36053333333333304;6.770152610441767;91;56;103;78
5;250;1;10;8;9;250;0.36053333333333304;6.770152610441767;60;51;139;47
5;250;1;10;8;10;250;0.36053333333333304;6.770152610441767;57;32;161;40
5;250;1;10;8;11;250;0.36053333333333304;6.770152610441767;52;18;180;39
5;250;1;10;8;12;250;0.36053333333333304;6.770152610441767;50;12;188;39
5;250;1;10;8;13;250;0.36053333333333304;6.770152610441767;51;6;193;39
5;250;1;10;8;14;250;0.36053333333333304;6.770152610441767;51;6;193;39
5;250;1;10;8;15;250;0.36053333333333304;6.770152610441767;50;7;193;39
5;250;1;10;8;16;250;0.36053333333333304;6.770152610441767;50;3;197;39
5;250;1;10;8;17;250;0.36053333333333304;6.770152610441767;50;0;200;39
6;250;1;10;8;0;250;0.35879999999999995;6.076240963855422;239;1;10;239
6;250;1;10;8;1;250;0.35879999999999995;6.076240963855422;237;3;10;236
6;250;1;10;8;2;250;0.35879999999999995;6.076240963855422;197;26;27;192
6;250;1;10;8;3;250;0.35879999999999995;6.076240963855422;168;42;40;161
6;250;1;10;8;4;250;0.35879999999999995;6.076240963855422;132;55;63;121
6;250;1;10;8;5;250;0.35879999999999995;6.076240963855422;112;53;85;100
6;250;1;10;8;6;250;0.35879999999999995;6.076240963855422;80;49;121;66
6;250;1;10;8;7;250;0.35879999999999995;6.076240963855422;68;41;141;60
6;250;1;10;8;8;250;0.35879999999999995;6.076240963855422;61;28;161;53
6;250;1;10;8;9;250;0.35879999999999995;6.076240963855422;62;12;176;51
6;250;1;10;8;10;250;0.35879999999999995;6.076240963855422;60;8;182;50
6;250;1;10;8;11;250;0.35879999999999995;6.076240963855422;57;5;188;49
6;250;1;10;8;12;250;0.35879999999999995;6.076240963855422;57;0;193;49
4;250;1;10;8;0;250;0.34933333333333333;6.207646586345382;239;1;10;239
4;250;1;10;8;1;250;0.34933333333333333;6.207646586345382;230;10;10;229
4;250;1;10;8;2;250;0.34933333333333333;6.207646586345382;227;13;10;226
4;250;1;10;8;3;250;0.34933333333333333;6.207646586345382;215;25;10;211
4;250;1;10;8;4;250;0.34933333333333333;6.207646586345382;199;40;11;192
4;250;1;10;8;5;250;0.34933333333333333;6.207646586345382;162;69;19;155
4;250;1;10;8;6;250;0.34933333333333333;6.207646586345382;114;100;36;100
4;250;1;10;8;7;250;0.34933333333333333;6.207646586345382;109;79;62;88
4;250;1;10;8;8;250;0.34933333333333333;6.207646586345382;80;56;114;63
4;250;1;10;8;9;250;0.34933333333333333;6.207646586345382;67;34;149;54
4;250;1;10;8;10;250;0.34933333333333333;6.207646586345382;67;25;158;52
4;250;1;10;8;11;250;0.34933333333333333;6.207646586345382;57;31;162;46
4;250;1;10;8;12;250;0.34933333333333333;6.207646586345382;50;29;171;39
4;250;1;10;8;13;250;0.34933333333333333;6.207646586345382;40;27;183;31
4;250;1;10;8;14;250;0.34933333333333333;6.207646586345382;33;27;190;23
4;250;1;10;8;15;250;0.34933333333333333;6.207646586345382;31;10;209;22
4;250;1;10;8;16;250;0.34933333333333333;6.207646586345382;31;6;213;21
4;250;1;10;8;17;250;0.34933333333333333;6.207646586345382;30;2;218;21
4;250;1;10;8;18;250;0.34933333333333333;6.207646586345382;30;1;219;21
4;250;1;10;8;19;250;0.34933333333333333;6.207646586345382;31;0;219;21
7;250;1;10;8;0;250;0.38523809523809505;6.785606425702811;239;1;10;239
7;250;1;10;8;1;250;0.38523809523809505;6.785606425702811;239;1;10;239
7;250;1;10;8;2;250;0.38523809523809505;6.785606425702811;221;19;10;216
7;250;1;10;8;3;250;0.38523809523809505;6.785606425702811;196;39;15;194
7;250;1;10;8;4;250;0.38523809523809505;6.785606425702811;188;44;18;185
7;250;1;10;8;5;250;0.38523809523809505;6.785606425702811;178;49;23;173
7;250;1;10;8;6;250;0.38523809523809505;6.785606425702811;164;30;56;159
7;250;1;10;8;7;250;0.38523809523809505;6.785606425702811;147;28;75;141
7;250;1;10;8;8;250;0.38523809523809505;6.785606425702811;130;36;84;127
7;250;1;10;8;9;250;0.38523809523809505;6.785606425702811;106;42;102;102
7;250;1;10;8;10;250;0.38523809523809505;6.785606425702811;84;44;122;79
7;250;1;10;8;11;250;0.38523809523809505;6.785606425702811;77;41;132;67
7;250;1;10;8;12;250;0.38523809523809505;6.785606425702811;55;46;149;46
7;250;1;10;8;13;250;0.38523809523809505;6.785606425702811;45;41;164;35
7;250;1;10;8;14;250;0.38523809523809505;6.785606425702811;37;35;178;30
7;250;1;10;8;15;250;0.38523809523809505;6.785606425702811;35;19;196;27
7;250;1;10;8;16;250;0.38523809523809505;6.785606425702811;38;12;200;26
7;250;1;10;8;17;250;0.38523809523809505;6.785606425702811;35;5;210;26
7;250;1;10;8;18;250;0.38523809523809505;6.785606425702811;32;4;214;24
7;250;1;10;8;19;250;0.38523809523809505;6.785606425702811;32;2;216;24
7;250;1;10;8;20;250;0.38523809523809505;6.785606425702811;32;2;216;24
7;250;1;10;8;21;250;0.38523809523809505;6.785606425702811;32;2;216;24
7;250;1;10;8;22;250;0.38523809523809505;6.785606425702811;32;2;216;24
7;250;1;10;8;23;250;0.38523809523809505;6.785606425702811;31;3;216;24
7;250;1;10;8;24;250;0.38523809523809505;6.785606425702811;31;2;217;24
7;250;1;10;8;25;250;0.38523809523809505;6.785606425702811;31;2;217;24
7;250;1;10;8;26;250;0.38523809523809505;6.785606425702811;30;3;217;22
7;250;1;10;8;27;250;0.38523809523809505;6.785606425702811;30;3;217;22
7;250;1;10;8;28;250;0.38523809523809505;6.785606425702811;29;2;219;22
7;250;1;10;8;29;250;0.38523809523809505;6.785606425702811;29;1;220;22
7;250;1;10;8;30;250;0.38523809523809505;6.785606425702811;29;1;220;22
7;250;1;10;8;31;250;0.38523809523809505;6.785606425702811;29;1;220;22
7;250;1;10;8;32;250;0.38523809523809505;6.785606425702811;29;0;221;22
9;250;1;10;8;0;250;0.3849333333333333;6.789654618473896;239;1;10;239
9;250;1;10;8;1;250;0.3849333333333333;6.789654618473896;228;12;10;228
9;250;1;10;8;2;250;0.3849333333333333;6.789654618473896;218;20;12;214
9;250;1;10;8;3;250;0.3849333333333333;6.789654618473896;192;39;19;187
9;250;1;10;8;4;250;0.3849333333333333;6.789654618473896;171;45;34;165
9;250;1;10;8;5;250;0.3849333333333333;6.789654618473896;119;87;44;113
9;250;1;10;8;6;250;0.3849333333333333;6.789654618473896;94;81;75;79
9;250;1;10;8;7;250;0.3849333333333333;6.789654618473896;70;89;91;55
9;250;1;10;8;8;250;0.3849333333333333;6.789654618473896;55;72;123;40
9;250;1;10;8;9;250;0.3849333333333333;6.789654618473896;41;61;148;30
9;250;1;10;8;10;250;0.3849333333333333;6.789654618473896;42;52;156;26
9;250;1;10;8;11;250;0.3849333333333333;6.789654618473896;37;47;166;23
9;250;1;10;8;12;250;0.3849333333333333;6.789654618473896;34;42;174;21
9;250;1;10;8;13;250;0.3849333333333333;6.789654618473896;33;32;185;21
9;250;1;10;8;14;250;0.3849333333333333;6.789654618473896;34;17;199;21
9;250;1;10;8;15;250;0.3849333333333333;6.789654618473896;35;11;204;21
9;250;1;10;8;16;250;0.3849333333333333;6.789654618473896;32;3;215;21
9;250;1;10;8;17;250;0.3849333333333333;6.789654618473896;33;0;217;21
8;250;1;10;8;0;250;0.3601333333333331;6.371502008032128;239;1;10;239
8;250;1;10;8;1;250;0.3601333333333331;6.371502008032128;238;2;10;238
8;250;1;10;8;2;250;0.3601333333333331;6.371502008032128;212;18;20;210
8;250;1;10;8;3;250;0.3601333333333331;6.371502008032128;189;35;26;182
8;250;1;10;8;4;250;0.3601333333333331;6.371502008032128;152;59;39;148
8;250;1;10;8;5;250;0.3601333333333331;6.371502008032128;114;78;58;108
8;250;1;10;8;6;250;0.3601333333333331;6.371502008032128;88;56;106;78
8;250;1;10;8;7;250;0.3601333333333331;6.371502008032128;71;44;135;63
8;250;1;10;8;8;250;0.3601333333333331;6.371502008032128;59;37;154;51
8;250;1;10;8;9;250;0.3601333333333331;6.371502008032128;52;20;178;44
8;250;1;10;8;10;250;0.3601333333333331;6.371502008032128;45;12;193;32
8;250;1;10;8;11;250;0.3601333333333331;6.371502008032128;37;7;206;23
8;250;1;10;8;12;250;0.3601333333333331;6.371502008032128;33;7;210;21
8;250;1;10;8;13;250;0.3601333333333331;6.371502008032128;29;3;218;17
8;250;1;10;8;14;250;0.3601333333333331;6.371502008032128;28;0;222;17
10;250;1;10;8;0;250;0.3770857142857142;6.124465863453815;239;1;10;239
10;250;1;10;8;1;250;0.3770857142857142;6.124465863453815;234;3;13;234
10;250;1;10;8;2;250;0.3770857142857142;6.124465863453815;233;3;14;233
10;250;1;10;8;3;250;0.3770857142857142;6.124465863453815;232;2;16;232
10;250;1;10;8;4;250;0.3770857142857142;6.124465863453815;232;0;18;232
11;250;1;10;8;0;250;0.34310476190476197;6.133943775100402;239;1;10;239
11;250;1;10;8;1;250;0.34310476190476197;6.133943775100402;238;2;10;238
11;250;1;10;8;2;250;0.34310476190476197;6.133943775100402;236;4;10;236
11;250;1;10;8;3;250;0.34310476190476197;6.133943775100402;228;12;10;227
11;250;1;10;8;4;250;0.34310476190476197;6.133943775100402;195;45;10;194
11;250;1;10;8;5;250;0.34310476190476197;6.133943775100402;169;67;14;161
11;250;1;10;8;6;250;0.34310476190476197;6.133943775100402;155;65;30;145
11;250;1;10;8;7;250;0.34310476190476197;6.133943775100402;126;70;54;114
11;250;1;10;8;8;250;0.34310476190476197;6.133943775100402;99;69;82;81
11;250;1;10;8;9;250;0.34310476190476197;6.133943775100402;76;68;106;63
11;250;1;10;8;10;250;0.34310476190476197;6.133943775100402;66;60;124;51
11;250;1;10;8;11;250;0.34310476190476197;6.133943775100402;50;34;166;32
11;250;1;10;8;12;250;0.34310476190476197;6.133943775100402;45;20;185;29
11;250;1;10;8;13;250;0.34310476190476197;6.133943775100402;43;12;195;28
11;250;1;10;8;14;250;0.34310476190476197;6.133943775100402;43;7;200;28
11;250;1;10;8;15;250;0.34310476190476197;6.133943775100402;41;7;202;28
11;250;1;10;8;16;250;0.34310476190476197;6.133943775100402;41;3;206;28
11;250;1;10;8;17;250;0.34310476190476197;6.133943775100402;40;3;207;28
11;250;1;10;8;18;250;0.34310476190476197;6.133943775100402;40;0;210;28
12;250;1;10;8;0;250;0.3910666666666664;6.763759036144578;239;1;10;239
12;250;1;10;8;1;250;0.3910666666666664;6.763759036144578;226;9;15;226
12;250;1;10;8;2;250;0.3910666666666664;6.763759036144578;225;8;17;224
12;250;1;10;8;3;250;0.3910666666666664;6.763759036144578;223;7;20;221
12;250;1;10;8;4;250;0.3910666666666664;6.763759036144578;207;18;25;204
12;250;1;10;8;5;250;0.3910666666666664;6.763759036144578;189;8;53;183
12;250;1;10;8;6;250;0.3910666666666664;6.763759036144578;187;6;57;182
12;250;1;10;8;7;250;0.3910666666666664;6.763759036144578;187;5;58;181
12;250;1;10;8;8;250;0.3910666666666664;6.763759036144578;187;4;59;181
12;250;1;10;8;9;250;0.3910666666666664;6.763759036144578;185;3;62;180
12;250;1;10;8;10;250;0.3910666666666664;6.763759036144578;184;1;65;179
12;250;1;10;8;11;250;0.3910666666666664;6.763759036144578;184;0;66;179
13;250;1;10;8;0;250;0.37746666666666623;6.5013654618473895;239;1;10;239
13;250;1;10;8;1;250;0.37746666666666623;6.5013654618473895;206;34;10;206
13;250;1;10;8;2;250;0.37746666666666623;6.5013654618473895;189;49;12;182
13;250;1;10;8;3;250;0.37746666666666623;6.5013654618473895;168;62;20;156
13;250;1;10;8;4;250;0.37746666666666623;6.5013654618473895;137;71;42;124
13;250;1;10;8;5;250;0.37746666666666623;6.5013654618473895;120;66;64;107
13;250;1;10;8;6;250;0.37746666666666623;6.5013654618473895;107;51;92;93
13;250;1;10;8;7;250;0.37746666666666623;6.5013654618473895;66;65;119;54
13;250;1;10;8;8;250;0.37746666666666623;6.5013654618473895;50;57;143;41
13;250;1;10;8;9;250;0.37746666666666623;6.5013654618473895;44;37;169;30
13;250;1;10;8;10;250;0.37746666666666623;6.5013654618473895;31;23;196;23
13;250;1;10;8;11;250;0.37746666666666623;6.5013654618473895;29;12;209;22
13;250;1;10;8;12;250;0.37746666666666623;6.5013654618473895;28;8;214;22
13;250;1;10;8;13;250;0.37746666666666623;6.5013654618473895;23;2;225;16
13;250;1;10;8;14;250;0.37746666666666623;6.5013654618473895;20;5;225;14
13;250;1;10;8;15;250;0.37746666666666623;6.5013654618473895;18;4;228;12
13;250;1;10;8;16;250;0.37746666666666623;6.5013654618473895;17;4;229;12
13;250;1;10;8;17;250;0.37746666666666623;6.5013654618473895;18;2;230;12
13;250;1;10;8;18;250;0.37746666666666623;6.5013654618473895;17;1;232;12
13;250;1;10;8;19;250;0.37746666666666623;6.5013654618473895;18;0;232;12
14;250;1;10;8;0;250;0.4058666666666663;7.143678714859438;239;1;10;239
14;250;1;10;8;1;250;0.4058666666666663;7.143678714859438;236;4;10;236
14;250;1;10;8;2;250;0.4058666666666663;7.143678714859438;234;6;10;233
14;250;1;10;8;3;250;0.4058666666666663;7.143678714859438;220;20;10;219
14;250;1;10;8;4;250;0.4058666666666663;7.143678714859438;191;36;23;187
14;250;1;10;8;5;250;0.4058666666666663;7.143678714859438;162;44;44;157
14;250;1;10;8;6;250;0.4058666666666663;7.143678714859438;140;43;67;133
14;250;1;10;8;7;250;0.4058666666666663;7.143678714859438;120;47;83;108
14;250;1;10;8;8;250;0.4058666666666663;7.143678714859438;107;33;110;90
14;250;1;10;8;9;250;0.4058666666666663;7.143678714859438;87;40;123;71
14;250;1;10;8;10;250;0.4058666666666663;7.143678714859438;74;42;134;59
14;250;1;10;8;11;250;0.4058666666666663;7.143678714859438;66;32;152;53
14;250;1;10;8;12;250;0.4058666666666663;7.143678714859438;61;21;168;51
14;250;1;10;8;13;250;0.4058666666666663;7.143678714859438;60;3;187;49
14;250;1;10;8;14;250;0.4058666666666663;7.143678714859438;59;1;190;48
14;250;1;10;8;15;250;0.4058666666666663;7.143678714859438;58;0;192;48
15;250;1;10;8;0;250;0.39573333333333305;6.561767068273093;239;1;10;239
15;250;1;10;8;1;250;0.39573333333333305;6.561767068273093;237;3;10;237
15;250;1;10;8;2;250;0.39573333333333305;6.561767068273093;236;4;10;236
15;250;1;10;8;3;250;0.39573333333333305;6.561767068273093;226;14;10;225
15;250;1;10;8;4;250;0.39573333333333305;6.561767068273093;222;18;10;219
15;250;1;10;8;5;250;0.39573333333333305;6.561767068273093;208;29;13;206
15;250;1;10;8;6;250;0.39573333333333305;6.561767068273093;196;40;14;191
15;250;1;10;8;7;250;0.39573333333333305;6.561767068273093;172;56;22;166
15;250;1;10;8;8;250;0.39573333333333305;6.561767068273093;145;52;53;138
15;250;1;10;8;9;250;0.39573333333333305;6.561767068273093;113;56;81;108
15;250;1;10;8;10;250;0.39573333333333305;6.561767068273093;83;61;106;75
15;250;1;10;8;11;250;0.39573333333333305;6.561767068273093;67;53;130;57
15;250;1;10;8;12;250;0.39573333333333305;6.561767068273093;56;48;146;45
15;250;1;10;8;13;250;0.39573333333333305;6.561767068273093;53;19;178;40
15;250;1;10;8;14;250;0.39573333333333305;6.561767068273093;50;12;188;38
15;250;1;10;8;15;250;0.39573333333333305;6.561767068273093;46;7;197;37
15;250;1;10;8;16;250;0.39573333333333305;6.561767068273093;44;3;203;36
15;250;1;10;8;17;250;0.39573333333333305;6.561767068273093;42;4;204;34
15;250;1;10;8;18;250;0.39573333333333305;6.561767068273093;40;2;208;32
15;250;1;10;8;19;250;0.39573333333333305;6.561767068273093;40;0;210;32
16;250;1;10;8;0;250;0.37266666666666665;6.784674698795181;239;1;10;239
16;250;1;10;8;1;250;0.37266666666666665;6.784674698795181;239;1;10;239
16;250;1;10;8;2;250;0.37266666666666665;6.784674698795181;225;15;10;224
16;250;1;10;8;3;250;0.37266666666666665;6.784674698795181;221;19;10;219
16;250;1;10;8;4;250;0.37266666666666665;6.784674698795181;200;36;14;197
16;250;1;10;8;5;250;0.37266666666666665;6.784674698795181;193;30;27;187
16;250;1;10;8;6;250;0.37266666666666665;6.784674698795181;184;31;35;181
16;250;1;10;8;7;250;0.37266666666666665;6.784674698795181;159;28;63;157
16;250;1;10;8;8;250;0.37266666666666665;6.784674698795181;148;26;76;141
16;250;1;10;8;9;250;0.37266666666666665;6.784674698795181;117;35;98;111
16;250;1;10;8;10;250;0.37266666666666665;6.784674698795181;113;29;108;106
16;250;1;10;8;11;250;0.37266666666666665;6.784674698795181;90;41;119;80
16;250;1;10;8;12;250;0.37266666666666665;6.784674698795181;77;34;139;67
16;250;1;10;8;13;250;0.37266666666666665;6.784674698795181;57;31;162;51
16;250;1;10;8;14;250;0.37266666666666665;6.784674698795181;51;24;175;44
16;250;1;10;8;15;250;0.37266666666666665;6.784674698795181;47;15;188;42
16;250;1;10;8;16;250;0.37266666666666665;6.784674698795181;49;9;192;41
16;250;1;10;8;17;250;0.37266666666666665;6.784674698795181;44;5;201;37
16;250;1;10;8;18;250;0.37266666666666665;6.784674698795181;43;1;206;36
16;250;1;10;8;19;250;0.37266666666666665;6.784674698795181;43;0;207;36
17;250;1;10;8;0;250;0.3977714285714283;6.732433734939759;239;1;10;239
17;250;1;10;8;1;250;0.3977714285714283;6.732433734939759;233;3;14;232
17;250;1;10;8;2;250;0.3977714285714283;6.732433734939759;229;6;15;229
17;250;1;10;8;3;250;0.3977714285714283;6.732433734939759;223;7;20;222
17;250;1;10;8;4;250;0.3977714285714283;6.732433734939759;216;11;23;214
17;250;1;10;8;5;250;0.3977714285714283;6.732433734939759;209;15;26;206
17;250;1;10;8;6;250;0.3977714285714283;6.732433734939759;197;12;41;195
17;250;1;10;8;7;250;0.3977714285714283;6.732433734939759;188;15;47;185
17;250;1;10;8;8;250;0.3977714285714283;6.732433734939759;186;10;54;181
17;250;1;10;8;9;250;0.3977714285714283;6.732433734939759;177;19;54;175
17;250;1;10;8;10;250;0.3977714285714283;6.732433734939759;135;51;64;133
17;250;1;10;8;11;250;0.3977714285714283;6.732433734939759;116;52;82;111
17;250;1;10;8;12;250;0.3977714285714283;6.732433734939759;103;55;92;99
17;250;1;10;8;13;250;0.3977714285714283;6.732433734939759;84;58;108;74
17;250;1;10;8;14;250;0.3977714285714283;6.732433734939759;71;26;153;66
17;250;1;10;8;15;250;0.3977714285714283;6.732433734939759;74;11;165;65
17;250;1;10;8;16;250;0.3977714285714283;6.732433734939759;67;11;172;56
17;250;1;10;8;17;250;0.3977714285714283;6.732433734939759;64;14;172;55
17;250;1;10;8;18;250;0.3977714285714283;6.732433734939759;61;9;180;53
17;250;1;10;8;19;250;0.3977714285714283;6.732433734939759;59;8;183;53
17;250;1;10;8;20;250;0.3977714285714283;6.732433734939759;58;7;185;52
17;250;1;10;8;21;250;0.3977714285714283;6.732433734939759;59;4;187;52
17;250;1;10;8;22;250;0.3977714285714283;6.732433734939759;60;2;188;52
17;250;1;10;8;23;250;0.3977714285714283;6.732433734939759;58;4;188;52
17;250;1;10;8;24;250;0.3977714285714283;6.732433734939759;58;4;188;52
17;250;1;10;8;25;250;0.3977714285714283;6.732433734939759;60;2;188;52
17;250;1;10;8;26;250;0.3977714285714283;6.732433734939759;59;3;188;52
17;250;1;10;8;27;250;0.3977714285714283;6.732433734939759;59;3;188;52
17;250;1;10;8;28;250;0.3977714285714283;6.732433734939759;58;4;188;52
17;250;1;10;8;29;250;0.3977714285714283;6.732433734939759;58;4;188;52
17;250;1;10;8;30;250;0.3977714285714283;6.732433734939759;58;4;188;52
17;250;1;10;8;31;250;0.3977714285714283;6.732433734939759;58;4;188;52
17;250;1;10;8;32;250;0.3977714285714283;6.732433734939759;58;3;189;52
17;250;1;10;8;33;250;0.3977714285714283;6.732433734939759;58;1;191;52
17;250;1;10;8;34;250;0.3977714285714283;6.732433734939759;58;1;191;52
17;250;1;10;8;35;250;0.3977714285714283;6.732433734939759;58;0;192;52
18;250;1;10;8;0;250;0.3512380952380953;6.047293172690763;239;1;10;239
18;250;1;10;8;1;250;0.3512380952380953;6.047293172690763;239;1;10;238
18;250;1;10;8;2;250;0.3512380952380953;6.047293172690763;222;15;13;220
18;250;1;10;8;3;250;0.3512380952380953;6.047293172690763;205;25;20;202
18;250;1;10;8;4;250;0.3512380952380953;6.047293172690763;192;22;36;188
18;250;1;10;8;5;250;0.3512380952380953;6.047293172690763;172;33;45;163
18;250;1;10;8;6;250;0.3512380952380953;6.047293172690763;135;55;60;128
18;250;1;10;8;7;250;0.3512380952380953;6.047293172690763;98;71;81;90
18;250;1;10;8;8;250;0.3512380952380953;6.047293172690763;72;44;134;61
18;250;1;10;8;9;250;0.3512380952380953;6.047293172690763;57;23;170;47
18;250;1;10;8;10;250;0.3512380952380953;6.047293172690763;56;16;178;42
18;250;1;10;8;11;250;0.3512380952380953;6.047293172690763;41;15;194;29
18;250;1;10;8;12;250;0.3512380952380953;6.047293172690763;39;5;206;28
18;250;1;10;8;13;250;0.3512380952380953;6.047293172690763;38;3;209;28
18;250;1;10;8;14;250;0.3512380952380953;6.047293172690763;38;1;211;27
18;250;1;10;8;15;250;0.3512380952380953;6.047293172690763;37;0;213;26
20;250;1;10;8;0;250;0.3673714285714285;6.224096385542168;239;1;10;239
20;250;1;10;8;1;250;0.3673714285714285;6.224096385542168;232;8;10;231
20;250;1;10;8;2;250;0.3673714285714285;6.224096385542168;224;15;11;223
20;250;1;10;8;3;250;0.3673714285714285;6.224096385542168;212;27;11;211
20;250;1;10;8;4;250;0.3673714285714285;6.224096385542168;183;56;11;178
20;250;1;10;8;5;250;0.3673714285714285;6.224096385542168;142;96;12;129
20;250;1;10;8;6;250;0.3673714285714285;6.224096385542168;96;131;23;83
20;250;1;10;8;7;250;0.3673714285714285;6.224096385542168;82;128;40;67
20;250;1;10;8;8;250;0.3673714285714285;6.224096385542168;64;107;79;49
20;250;1;10;8;9;250;0.3673714285714285;6.224096385542168;58;92;100;43
20;250;1;10;8;10;250;0.3673714285714285;6.224096385542168;52;59;139;41
20;250;1;10;8;11;250;0.3673714285714285;6.224096385542168;44;35;171;37
